timestamp,household_id,generation_kw,fault
2025-09-11 18:00:00,House_01,1.544,0
2025-09-11 18:15:00,House_01,1.539,0
2025-09-11 18:30:00,House_01,1.254,0
2025-09-11 18:45:00,House_01,1.012,0
2025-09-11 19:00:00,House_01,0.856,0
2025-09-11 19:15:00,House_01,0.639,0
2025-09-11 19:30:00,House_01,0.475,0
2025-09-11 19:45:00,House_01,0.226,0
2025-09-11 20:00:00,House_01,0.024,0
2025-09-11 20:15:00,House_01,0.061,0
2025-09-11 20:30:00,House_01,0.023,0
2025-09-11 20:45:00,House_01,0.003,0
2025-09-11 21:00:00,House_01,0.034,0
2025-09-11 21:15:00,House_01,0.014,0
2025-09-11 21:30:00,House_01,0.0,0
2025-09-11 21:45:00,House_01,0.039,0
2025-09-11 22:00:00,House_01,0.0,0
2025-09-11 22:15:00,House_01,0.026,0
2025-09-11 22:30:00,House_01,0.022,0
2025-09-11 22:45:00,House_01,0.0,0
2025-09-11 23:00:00,House_01,0.0,0
2025-09-11 23:15:00,House_01,0.095,0
2025-09-11 23:30:00,House_01,0.0,0
2025-09-11 23:45:00,House_01,0.0,0
2025-09-12 00:00:00,House_01,0.054,0
2025-09-12 00:15:00,House_01,0.016,0
2025-09-12 00:30:00,House_01,0.011,0
2025-09-12 00:45:00,House_01,0.019,0
2025-09-12 01:00:00,House_01,0.013,0
2025-09-12 01:15:00,House_01,0.064,0
2025-09-12 01:30:00,House_01,0.0,0
2025-09-12 01:45:00,House_01,0.018,0
2025-09-12 02:00:00,House_01,0.0,0
2025-09-12 02:15:00,House_01,0.054,0
2025-09-12 02:30:00,House_01,0.034,0
2025-09-12 02:45:00,House_01,0.0,0
2025-09-12 03:00:00,House_01,0.049,0
2025-09-12 03:15:00,House_01,0.015,0
2025-09-12 03:30:00,House_01,0.02,0
2025-09-12 03:45:00,House_01,0.033,0
2025-09-12 04:00:00,House_01,0.016,0
2025-09-12 04:15:00,House_01,0.018,0
2025-09-12 04:30:00,House_01,0.007,0
2025-09-12 04:45:00,House_01,0.004,0
2025-09-12 05:00:00,House_01,0.007,0
2025-09-12 05:15:00,House_01,0.026,0
2025-09-12 05:30:00,House_01,0.026,0
2025-09-12 05:45:00,House_01,0.02,0
2025-09-12 06:00:00,House_01,0.027,0
2025-09-12 06:15:00,House_01,0.234,0
2025-09-12 06:30:00,House_01,0.34,0
2025-09-12 06:45:00,House_01,0.572,0
2025-09-12 07:00:00,House_01,0.811,0
2025-09-12 07:15:00,House_01,1.005,0
2025-09-12 07:30:00,House_01,1.223,0
2025-09-12 07:45:00,House_01,1.412,0
2025-09-12 08:00:00,House_01,1.722,0
2025-09-12 08:15:00,House_01,1.779,0
2025-09-12 08:30:00,House_01,1.993,0
2025-09-12 08:45:00,House_01,2.062,0
2025-09-12 09:00:00,House_01,2.311,0
2025-09-12 09:15:00,House_01,2.5,0
2025-09-12 09:30:00,House_01,2.725,0
2025-09-12 09:45:00,House_01,2.799,0
2025-09-12 10:00:00,House_01,3.042,0
2025-09-12 10:15:00,House_01,3.036,0
2025-09-12 10:30:00,House_01,3.219,0
2025-09-12 10:45:00,House_01,3.382,0
2025-09-12 11:00:00,House_01,3.466,0
2025-09-12 11:15:00,House_01,3.556,0
2025-09-12 11:30:00,House_01,0.486,1
2025-09-12 11:45:00,House_01,0.511,1
2025-09-12 12:00:00,House_01,0.558,1
2025-09-12 12:15:00,House_01,0.556,1
2025-09-12 12:30:00,House_01,0.576,1
2025-09-12 12:45:00,House_01,3.688,0
2025-09-12 13:00:00,House_01,3.762,0
2025-09-12 13:15:00,House_01,3.882,0
2025-09-12 13:30:00,House_01,3.748,0
2025-09-12 13:45:00,House_01,3.662,0
2025-09-12 14:00:00,House_01,3.713,0
2025-09-12 14:15:00,House_01,3.637,0
2025-09-12 14:30:00,House_01,3.68,0
2025-09-12 14:45:00,House_01,3.404,0
2025-09-12 15:00:00,House_01,3.381,0
2025-09-12 15:15:00,House_01,3.355,0
2025-09-12 15:30:00,House_01,3.127,0
2025-09-12 15:45:00,House_01,3.202,0
2025-09-12 16:00:00,House_01,2.996,0
2025-09-12 16:15:00,House_01,2.799,0
2025-09-12 16:30:00,House_01,2.599,0
2025-09-12 16:45:00,House_01,2.427,0
2025-09-12 17:00:00,House_01,2.367,0
2025-09-12 17:15:00,House_01,2.179,0
2025-09-12 17:30:00,House_01,1.955,0
2025-09-12 17:45:00,House_01,1.809,0
2025-09-12 18:00:00,House_01,1.549,0
2025-09-12 18:15:00,House_01,1.473,0
2025-09-12 18:30:00,House_01,1.292,0
2025-09-12 18:45:00,House_01,0.906,0
2025-09-12 19:00:00,House_01,0.96,0
2025-09-12 19:15:00,House_01,0.649,0
2025-09-12 19:30:00,House_01,0.568,0
2025-09-12 19:45:00,House_01,0.313,0
2025-09-12 20:00:00,House_01,0.001,0
2025-09-12 20:15:00,House_01,0.0,0
2025-09-12 20:30:00,House_01,0.035,0
2025-09-12 20:45:00,House_01,0.052,0
2025-09-12 21:00:00,House_01,0.0,0
2025-09-12 21:15:00,House_01,0.029,0
2025-09-12 21:30:00,House_01,0.007,0
2025-09-12 21:45:00,House_01,0.09,0
2025-09-12 22:00:00,House_01,0.0,0
2025-09-12 22:15:00,House_01,0.002,0
2025-09-12 22:30:00,House_01,0.0,0
2025-09-12 22:45:00,House_01,0.021,0
2025-09-12 23:00:00,House_01,0.001,0
2025-09-12 23:15:00,House_01,0.048,0
2025-09-12 23:30:00,House_01,0.065,0
2025-09-12 23:45:00,House_01,0.026,0
2025-09-13 00:00:00,House_01,0.086,0
2025-09-13 00:15:00,House_01,0.055,0
2025-09-13 00:30:00,House_01,0.068,0
2025-09-13 00:45:00,House_01,0.055,0
2025-09-13 01:00:00,House_01,0.011,0
2025-09-13 01:15:00,House_01,0.068,0
2025-09-13 01:30:00,House_01,0.0,0
2025-09-13 01:45:00,House_01,0.0,0
2025-09-13 02:00:00,House_01,0.005,0
2025-09-13 02:15:00,House_01,0.02,0
2025-09-13 02:30:00,House_01,0.007,0
2025-09-13 02:45:00,House_01,0.057,0
2025-09-13 03:00:00,House_01,0.0,0
2025-09-13 03:15:00,House_01,0.0,0
2025-09-13 03:30:00,House_01,0.067,0
2025-09-13 03:45:00,House_01,0.057,0
2025-09-13 04:00:00,House_01,0.055,0
2025-09-13 04:15:00,House_01,0.06,0
2025-09-13 04:30:00,House_01,0.087,0
2025-09-13 04:45:00,House_01,0.082,0
2025-09-13 05:00:00,House_01,0.0,0
2025-09-13 05:15:00,House_01,0.0,0
2025-09-13 05:30:00,House_01,0.008,0
2025-09-13 05:45:00,House_01,0.074,0
2025-09-13 06:00:00,House_01,0.0,0
2025-09-13 06:15:00,House_01,0.15,0
2025-09-13 06:30:00,House_01,0.431,0
2025-09-13 06:45:00,House_01,0.625,0
2025-09-13 07:00:00,House_01,0.841,0
2025-09-13 07:15:00,House_01,0.986,0
2025-09-13 07:30:00,House_01,1.187,0
2025-09-13 07:45:00,House_01,1.381,0
2025-09-13 08:00:00,House_01,1.682,0
2025-09-13 08:15:00,House_01,1.908,0
2025-09-13 08:30:00,House_01,2.082,0
2025-09-13 08:45:00,House_01,2.281,0
2025-09-13 09:00:00,House_01,2.145,1
2025-09-13 09:15:00,House_01,1.894,1
2025-09-13 09:30:00,House_01,1.624,1
2025-09-13 09:45:00,House_01,1.36,1
2025-09-13 10:00:00,House_01,1.125,1
2025-09-13 10:15:00,House_01,0.868,1
2025-09-13 10:30:00,House_01,0.774,1
2025-09-13 10:45:00,House_01,0.972,1
2025-09-13 11:00:00,House_01,1.067,1
2025-09-13 11:15:00,House_01,1.194,1
2025-09-13 11:30:00,House_01,1.219,1
2025-09-13 11:45:00,House_01,1.26,1
2025-09-13 12:00:00,House_01,1.249,1
2025-09-13 12:15:00,House_01,3.739,0
2025-09-13 12:30:00,House_01,3.838,0
2025-09-13 12:45:00,House_01,3.734,0
2025-09-13 13:00:00,House_01,3.728,0
2025-09-13 13:15:00,House_01,3.723,0
2025-09-13 13:30:00,House_01,3.831,0
2025-09-13 13:45:00,House_01,3.779,0
2025-09-13 14:00:00,House_01,0.005,1
2025-09-13 14:15:00,House_01,0.0,1
2025-09-13 14:30:00,House_01,0.009,1
2025-09-13 14:45:00,House_01,3.583,0
2025-09-13 15:00:00,House_01,3.445,0
2025-09-13 15:15:00,House_01,3.399,0
2025-09-13 15:30:00,House_01,3.253,0
2025-09-13 15:45:00,House_01,3.108,0
2025-09-13 16:00:00,House_01,3.068,0
2025-09-13 16:15:00,House_01,2.742,0
2025-09-13 16:30:00,House_01,2.668,0
2025-09-13 16:45:00,House_01,2.493,0
2025-09-13 17:00:00,House_01,2.526,0
2025-09-13 17:15:00,House_01,2.243,0
2025-09-13 17:30:00,House_01,1.927,0
2025-09-13 17:45:00,House_01,1.892,0
2025-09-13 18:00:00,House_01,1.67,0
2025-09-11 18:00:00,House_02,1.375,0
2025-09-11 18:15:00,House_02,1.368,0
2025-09-11 18:30:00,House_02,1.079,0
2025-09-11 18:45:00,House_02,0.952,0
2025-09-11 19:00:00,House_02,0.792,0
2025-09-11 19:15:00,House_02,0.575,0
2025-09-11 19:30:00,House_02,0.473,0
2025-09-11 19:45:00,House_02,0.204,0
2025-09-11 20:00:00,House_02,0.063,0
2025-09-11 20:15:00,House_02,0.0,0
2025-09-11 20:30:00,House_02,0.0,0
2025-09-11 20:45:00,House_02,0.0,0
2025-09-11 21:00:00,House_02,0.0,0
2025-09-11 21:15:00,House_02,0.0,0
2025-09-11 21:30:00,House_02,0.01,0
2025-09-11 21:45:00,House_02,0.052,0
2025-09-11 22:00:00,House_02,0.0,0
2025-09-11 22:15:00,House_02,0.001,0
2025-09-11 22:30:00,House_02,0.006,0
2025-09-11 22:45:00,House_02,0.0,0
2025-09-11 23:00:00,House_02,0.045,0
2025-09-11 23:15:00,House_02,0.068,0
2025-09-11 23:30:00,House_02,0.04,0
2025-09-11 23:45:00,House_02,0.0,0
2025-09-12 00:00:00,House_02,0.037,0
2025-09-12 00:15:00,House_02,0.0,0
2025-09-12 00:30:00,House_02,0.007,0
2025-09-12 00:45:00,House_02,0.011,0
2025-09-12 01:00:00,House_02,0.0,0
2025-09-12 01:15:00,House_02,0.003,0
2025-09-12 01:30:00,House_02,0.007,0
2025-09-12 01:45:00,House_02,0.106,0
2025-09-12 02:00:00,House_02,0.071,0
2025-09-12 02:15:00,House_02,0.006,0
2025-09-12 02:30:00,House_02,0.0,0
2025-09-12 02:45:00,House_02,0.0,0
2025-09-12 03:00:00,House_02,0.048,0
2025-09-12 03:15:00,House_02,0.045,0
2025-09-12 03:30:00,House_02,0.036,0
2025-09-12 03:45:00,House_02,0.0,0
2025-09-12 04:00:00,House_02,0.0,0
2025-09-12 04:15:00,House_02,0.0,0
2025-09-12 04:30:00,House_02,0.0,0
2025-09-12 04:45:00,House_02,0.0,0
2025-09-12 05:00:00,House_02,0.0,0
2025-09-12 05:15:00,House_02,0.0,0
2025-09-12 05:30:00,House_02,0.014,0
2025-09-12 05:45:00,House_02,0.0,0
2025-09-12 06:00:00,House_02,0.0,0
2025-09-12 06:15:00,House_02,0.264,0
2025-09-12 06:30:00,House_02,0.247,0
2025-09-12 06:45:00,House_02,0.515,0
2025-09-12 07:00:00,House_02,0.785,0
2025-09-12 07:15:00,House_02,0.994,0
2025-09-12 07:30:00,House_02,1.07,0
2025-09-12 07:45:00,House_02,1.252,0
2025-09-12 08:00:00,House_02,1.502,0
2025-09-12 08:15:00,House_02,1.658,0
2025-09-12 08:30:00,House_02,1.718,0
2025-09-12 08:45:00,House_02,1.872,0
2025-09-12 09:00:00,House_02,2.089,0
2025-09-12 09:15:00,House_02,2.233,0
2025-09-12 09:30:00,House_02,2.398,0
2025-09-12 09:45:00,House_02,2.468,0
2025-09-12 10:00:00,House_02,2.644,0
2025-09-12 10:15:00,House_02,2.703,0
2025-09-12 10:30:00,House_02,2.869,0
2025-09-12 10:45:00,House_02,2.993,0
2025-09-12 11:00:00,House_02,3.072,0
2025-09-12 11:15:00,House_02,3.212,0
2025-09-12 11:30:00,House_02,0.493,0
2025-09-12 11:45:00,House_02,0.484,0
2025-09-12 12:00:00,House_02,0.494,0
2025-09-12 12:15:00,House_02,0.493,0
2025-09-12 12:30:00,House_02,0.494,0
2025-09-12 12:45:00,House_02,3.271,0
